0,player_A1,player_A2,player_A3,player_A4,player_A5,player_A6,score_A,player_B1,player_B2,player_B3,player_B4,player_B5,player_B6,score_B
959,P00135,P00053,P00035,P00091,P00103,P00092,P00112,P00005,P00029,P00121,P00011,P00075,2.0,0.0
960,P00012,P00123,P00088,P00117,P00055,P00034,P00114,P00102,P00023,P00019,P00128,P00083,0.0,3.0
961,P00013,P00012,P00094,P00038,P00095,P00128,P00123,P00028,P00101,P00011,P00034,P00015,0.0,1.0
962,P00073,P00112,P00120,P00091,P00012,P00148,P00019,P00034,P00006,P00029,P00048,P00003,0.0,0.0
963,P00092,P00066,P00012,P00124,P00080,P00048,P00024,P00111,P00023,P00063,P00051,P00038,1.0,0.0
964,P00085,P00066,P00141,P00140,P00143,P00035,P00014,P00088,P00075,P00025,P00051,P00012,1.0,0.0
965,P00059,P00026,P00140,P00038,P00009,P00109,P00129,P00004,P00078,P00138,P00101,P00100,0.0,0.0
966,P00043,P00046,P00129,P00109,P00012,P00081,P00108,P00098,P00079,P00107,P00056,P00055,0.0,2.0
967,P00115,P00063,P00119,P00001,P00097,P00004,P00099,P00056,P00027,P00098,P00055,P00035,0.0,6.0
968,P00064,P00019,P00082,P00017,P00084,P00053,P00060,P00066,P00012,P00045,P00103,P00001,0.0,1.0
969,P00100,P00098,P00108,P00109,P00107,P00064,P00032,P00077,P00056,P00116,P00066,P00050,2.0,0.0
970,P00001,P00045,P00135,P00095,P00055,P00060,P00013,P00061,P00041,P00010,P00093,P00014,4.0,0.0
971,P00086,P00069,P00040,P00130,P00118,P00061,P00013,P00020,P00142,P00056,P00030,P00133,0.0,1.0
972,P00109,P00053,P00116,P00073,P00039,P00124,P00075,P00041,P00034,P00069,P00052,P00031,0.0,1.0
973,P00113,P00146,P00040,P00100,P00006,P00144,P00126,P00028,P00047,P00116,P00140,P00087,0.0,1.0
974,P00104,P00087,P00021,P00099,P00095,P00079,P00140,P00149,P00119,P00008,P00107,P00055,0.0,1.0
975,P00010,P00127,P00083,P00035,P00027,P00097,P00028,P00059,P00105,P00063,P00005,P00042,0.0,4.0
976,P00006,P00089,P00103,P00068,P00023,P00147,P00053,P00126,P00138,P00118,P00071,P00112,1.0,0.0
977,P00049,P00117,P00146,P00107,P00076,P00150,P00073,P00141,P00105,P00140,P00142,P00031,0.0,2.0
978,P00126,P00011,P00040,P00104,P00109,P00123,P00074,P00140,P00002,P00133,P00098,P00072,0.0,6.0
979,P00084,P00114,P00104,P00121,P00017,P00096,P00115,P00133,P00085,P00069,P00089,P00005,2.0,0.0
980,P00123,P00016,P00040,P00143,P00140,P00067,P00125,P00112,P00022,P00118,P00097,P00117,2.0,0.0
981,P00042,P00008,P00047,P00078,P00133,P00099,P00005,P00116,P00051,P00148,P00063,P00065,0.0,1.0
982,P00007,P00044,P00046,P00126,P00118,P00106,P00010,P00053,P00148,P00049,P00035,P00052,0.0,1.0
983,P00032,P00139,P00086,P00145,P00056,P00122,P00075,P00119,P00071,P00011,P00065,P00046,0.0,4.0
984,P00035,P00050,P00132,P00122,P00123,P00094,P00140,P00021,P00049,P00138,P00086,P00057,0.0,1.0
985,P00007,P00036,P00104,P00138,P00115,P00025,P00012,P00056,P00023,P00070,P00090,P00127,0.0,2.0
986,P00123,P00049,P00103,P00097,P00095,P00039,P00053,P00109,P00042,P00080,P00144,P00148,0.0,1.0
987,P00141,P00117,P00063,P00140,P00143,P00077,P00030,P00042,P00026,P00103,P00088,P00040,1.0,0.0
988,P00043,P00014,P00142,P00091,P00054,P00071,P00039,P00064,P00034,P00076,P00103,P00099,1.0,0.0
989,P00096,P00091,P00028,P00098,P00010,P00080,P00003,P00054,P00043,P00074,P00044,P00065,0.0,2.0
990,P00015,P00067,P00044,P00099,P00088,P00118,P00115,P00061,P00093,P00149,P00071,P00033,2.0,0.0
991,P00130,P00094,P00041,P00046,P00138,P00029,P00150,P00011,P00126,P00080,P00118,P00055,0.0,2.0
992,P00037,P00102,P00110,P00145,P00124,P00098,P00010,P00149,P00013,P00024,P00016,P00042,1.0,0.0
993,P00150,P00107,P00101,P00124,P00137,P00064,P00116,P00037,P00135,P00100,P00081,P00027,0.0,0.0
994,P00102,P00079,P00112,P00128,P00130,P00020,P00092,P00133,P00034,P00044,P00009,P00135,0.0,0.0
995,P00066,P00130,P00117,P00049,P00037,P00077,P00095,P00094,P00003,P00030,P00137,P00008,1.0,0.0
996,P00020,P00035,P00076,P00109,P00008,P00006,P00119,P00045,P00117,P00132,P00026,P00097,4.0,0.0
997,P00020,P00080,P00003,P00046,P00147,P00076,P00081,P00090,P00119,P00095,P00001,P00005,1.0,0.0
998,P00030,P00102,P00095,P00040,P00085,P00073,P00096,P00019,P00126,P00003,P00043,P00140,3.0,0.0
999,P00029,P00045,P00087,P00123,P00094,P00098,P00099,P00130,P00116,P00124,P00003,P00150,1.0,0.0
1000,P00108,P00078,P00147,P00052,P00059,P00105,P00003,P00066,P00021,P00141,P00055,P00126,3.0,0.0
